8.50763 m
11.6275 m
20.9615 m
9.55072 m
8.96348 m
8.68451 m
20.151 m
9.23074 m
26.9965 m
14.4736 m
12.5643 m
32.0793 m
11.1259 m
338.06 m
20.2409 m
6.89044 m
25.6404 m
11.2086 m
6.51221 m
7.08585 m
26.1152 m
13.0276 m
17.2202 m
10.5444 m
41.7545 m
9.48365 m
8.44992 m
6.38492 m
8.11722 m
45.2008 m
20.2566 m
9.08831 m
14.2208 m
25.7785 m
9.55041 m
10.7002 m
12.2838 m
24.4574 m
16.5837 m
9.22712 m
6.00646 m
12.1339 m
14.3792 m
44.7734 m
8.45175 m
59.2202 m
12.7354 m
11.8419 m
12.3814 m
280.967 m
61.4612 m
7.09497 m
53.0525 m
17.9905 m
141.869 m
11.0462 m
7.66228 m
7.61004 m
13.7371 m
9.18924 m
8.39461 m
20.324 m
9.43429 m
20.5268 m
47.4541 m
672.497 m
12.1334 m
32.3783 m
24.1165 m
9.66331 m
19.013 m
10.6079 m
14.7182 m
11.0398 m
9.69267 m
8.86447 m
14.9767 m
6.80348 m
24.3237 m
9.27213 m
7.28012 m
39.5184 m
9.26569 m
9.73125 m
17.1571 m
24.4989 m
11.2697 m
13.0453 m
33.9059 m
34.3807 m
18.8113 m
20.2355 m
10.2176 m
8.44885 m
7.86124 m
13.8267 m
4.89923 m
13.9405 m
9.44472 m
7.70339 m
13.0661 m
7.84204 m
54.4719 m
7.78816 m
13.1557 m
11.6763 m
10.2662 m
11.3751 m
12.7529 m
8.7036 m
8.49339 m
10.5035 m
10.4104 m
11.0347 m
11.5977 m
18.512 m
6.5951 m
19.6891 m
12.0872 m
30.8415 m
16.035 m
19.4212 m
23.8713 m
23.9595 m
12.3874 m
17.0458 m
21.3479 m
14.5987 m
11.4168 m
9.69271 m
88.1031 m
26.6159 m
8.05671 m
13.0351 m
10.6271 m
9.2681 m
12.4781 m
15.8995 m
8.68333 m
7.30641 m
24.023 m
18.2779 m
36.9954 m
42.3653 m
22.0355 m
13.0371 m
18.9902 m
9.79892 m
8.90303 m
31.6484 m
20.4877 m
22.6726 m
13.0139 m
16.691 m
13.2104 m
9.19985 m
29.0423 m
13.5895 m
23.5225 m
8.68554 m
15.2099 m
17.2999 m
15.8277 m
24.2897 m
13.4886 m
8.17742 m
7.6482 m
15.8289 m
6.88141 m
7.73547 m
25.6171 m
10.948 m
5.04432 m
14.2478 m
16.3727 m
11.2529 m
38.0534 m
12.5598 m
4.60651 m
10.6951 m
19.9002 m
7.26032 m
7.45798 m
27.496 m
11.9702 m
16.6781 m
8.54579 m
12.3878 m
7.21447 m
10.1618 m
21.4702 m
18.7689 m
4.28035 m
13.2954 m
29.2198 m
11.128 m
7.5436 m
5.52291 m
11.8697 m
14.0158 m
14.774 m
17.5452 m
66.2631 m
9.30923 m
18.5103 m
7.15813 m
7.73431 m
10.4048 m
32.4798 m
11.1737 m
13.5247 m
8.98473 m
17.808 m
14.4929 m
8.30627 m
22.4044 m
9.96063 m
18.1174 m
14.8201 m
32.5738 m
44.8002 m
5.33025 m
11.4496 m
6.86914 m
16.2713 m
10.5242 m
22.3248 m
14.0662 m
10.5299 m
17.3632 m
18.8214 m
10.8783 m
11.899 m
12.3591 m
17.1617 m
9.76835 m
8.11879 m
47.1551 m
35.5154 m
13.2182 m
23.7261 m
9.98102 m
11.0043 m
18.9056 m
10.4586 m
10.0156 m
26.8774 m
15.7147 m
16.8996 m
19.1275 m
11.3841 m
12.1469 m
18.6319 m
8.93314 m
11.9961 m
158.567 m
15.9612 m
15.7371 m
9.38057 m
9.24238 m
9.72081 m
9.68343 m
11.951 m
14.9932 m
15.1182 m
10.1817 m
28.5579 m
25.0695 m
13.8608 m
12.6173 m
66.2461 m
7.11579 m
15.6095 m
9.29922 m
6.83699 m
16.0526 m
9.21844 m
11.1214 m
9.4022 m
14.5254 m
9.04365 m
16.1353 m
14.8307 m
30.1426 m
7.49749 m
26.7108 m
22.0792 m
17.6536 m
22.827 m
6.40152 m
12.7389 m
22.7759 m
8.66389 m
8.37194 m
7.43493 m
8.81934 m
7.91751 m
7.62689 m
26.8759 m
6.55358 m
24.5288 m
12.0581 m
8.82351 m
8.4425 m
8.18884 m
9.17681 m
17.6455 m
10.3697 m
10.874 m
14.6916 m
10.5395 m
7.69942 m
8.57911 m
10.7253 m
46.2852 m
14.3382 m
28.6039 m
12.3613 m
12.1429 m
14.5374 m
24.4221 m
47.4166 m
14.1588 m
14.7258 m
16.9336 m
10.3988 m
9.66059 m
7.50462 m
15.9239 m
16.7103 m
15.5923 m
14.7425 m
6.8238 m
6.36902 m
14.4338 m
9.95848 m
30.3422 m
9.37392 m
8.53766 m
21.7618 m
7.5774 m
8.58438 m
10.6014 m
20.1166 m
20.2373 m
15.4671 m
15.576 m
18.3639 m
11.4341 m
103.834 m
12.453 m
9.27581 m
9.70145 m
26.7203 m
6.55574 m
13.5578 m
24.3305 m
9.2928 m
17.5426 m
14.0511 m
37.633 m
47.4643 m
22.4198 m
7.77922 m
15.0402 m
28.0073 m
10.4739 m
8.45358 m
11.0939 m
9.30131 m
17.3895 m
42.8102 m
6.78281 m
16.9982 m
12.9828 m
13.0777 m
7.81813 m
10.8774 m
14.9538 m
8.83611 m
10.1815 m
19.6142 m
6.78289 m
11.03 m
12.2489 m
9.23212 m
199.523 m
10.2606 m
39.5276 m
18.5908 m
9.75176 m
8.56813 m
10.6273 m
15.2972 m
13.1156 m
17.4736 m
11.1404 m
8.22378 m
14.2557 m
15.8551 m
39.4599 m
7.93655 m
10.3942 m
9.37719 m
9.43082 m
10.7561 m
9.36047 m
11.6499 m
6.21787 m
10.0578 m
10.445 m
12.9609 m
13.088 m
17.5168 m
11.2313 m
7.5873 m
16.7824 m
11.4984 m
9.03916 m
9.8943 m
15.1059 m
9.53108 m
22.5528 m
13.0498 m
9.60428 m
13.4912 m
13.5313 m
11.3652 m
12.0807 m
11.5195 m
16.5826 m
47.0794 m
15.7972 m
19.8396 m
13.1782 m
59.325 m
6.23005 m
17.8739 m
43.2963 m
20.8743 m
9.81904 m
8.8296 m
23.1322 m
6.82201 m
11.0806 m
8.62839 m
32.1634 m
14.1839 m
1955.04 m
22.59 m
3685.12 m
13.7601 m
100.061 m
13.7811 m
10.9436 m
14.1242 m
21.6197 m
11.4431 m
9.53195 m
23.8867 m
10.4071 m
21.3718 m
6.17108 m
10.5712 m
14.0498 m
7.19439 m
12.1868 m
7.37716 m
7.59214 m
29.4293 m
8.72809 m
8.36764 m
11.7477 m
19.0642 m
19.6576 m
20.4743 m
13.0998 m
41.6423 m
438.07 m
10.5467 m
10.2182 m
19.4538 m
10.3124 m
343.014 m
10.4805 m
5.08836 m
6.3016 m
12.3754 m
301.53 m
40.7579 m
13.7414 m
11.1078 m
22.0426 m
23.1701 m
7.5811 m
11.5849 m
13.0793 m
21.6483 m
25.8933 m
9.77024 m
12.2037 m
10.7977 m
14.4436 m
9.38599 m
41.6072 m
16.9091 m
11.3987 m
12.409 m
58.9089 m
9.94409 m
9.43016 m
5.76407 m
10.9819 m
13.6915 m
16.1007 m
8.04998 m
11.2741 m
10.5084 m
72.85 m
13.7716 m
16.1721 m
19.8569 m
6.93195 m
8.51746 m
7.52588 m
12.7968 m
12.269 m
88.4997 m
8.71854 m
20.6675 m
5.93038 m
52.4124 m
13.404 m
8.57946 m
49.5818 m
6.24441 m
6.308 m
16.0554 m
14.1468 m
14.394 m
5.79266 m
97.4952 m
9.60208 m
12.7596 m
21.4015 m
12.4364 m
8.75598 m
9.02164 m
9.33171 m
21.0135 m
12.4394 m
11.4985 m
13.064 m
14.2035 m
24.4896 m
84.7142 m
15.6979 m
10.452 m
26.7142 m
946.176 m
6.99224 m
19.8877 m
26.474 m
9.45354 m
6.76907 m
19.6377 m
6.76024 m
16.806 m
23.4417 m
10.0622 m
18.3131 m
10.2437 m
11.0319 m
9.3087 m
19.8995 m
42.127 m
6.56011 m
20.0569 m
13.4816 m
9.28335 m
9.23176 m
7.68277 m
55.1011 m
22.9442 m
7.52751 m
141.039 m
16.1867 m
10.9381 m
11.0993 m
9.45543 m
6.50192 m
17.6924 m
13.0692 m
12.5005 m
32.0504 m
127.657 m
6.30142 m
8.02634 m
22.1899 m
15.6149 m
10.086 m
8.68454 m
31.6939 m
12.9781 m
7.52342 m
17.5486 m
14.8845 m
14.8717 m
10.8365 m
15.6012 m
7.61524 m
31.3488 m
7.91998 m
11.4143 m
24.7648 m
21.2564 m
17.7406 m
13.419 m
28.1535 m
14.5819 m
12.215 m
15.8422 m
25.2493 m
14.0207 m
21.7611 m
15.1019 m
9.28508 m
18.5802 m
33.7948 m
14.9586 m
9.86653 m
12.9124 m
9.29946 m
26.916 m
16.3743 m
24.4305 m
12.6233 m
14.4891 m
17.3934 m
8.10418 m
38.3871 m
10.0055 m
16.7308 m
15.0357 m
113.67 m
11.1531 m
17.7602 m
13.8857 m
15.929 m
22.4507 m
10.8239 m
15.794 m
12.0027 m
12.3625 m
9.891 m
9.37984 m
52.8888 m
27.1158 m
13.3019 m
21.471 m
11.7758 m
8.63495 m
13.4573 m
8.11007 m
9.65152 m
33.5981 m
10.249 m
14.6326 m
10.5362 m
12.7631 m
7.13316 m
9.13362 m
16.5873 m
24.5903 m
25.516 m
13.8372 m
9.69412 m
8.37174 m
9.55826 m
14.3031 m
77.4522 m
10.2764 m
15.5975 m
9.24466 m
9.29583 m
7.00497 m
11.0561 m
13.7219 m
26.0369 m
23.3172 m
8.14243 m
8.48637 m
17.633 m
7.74049 m
23.5776 m
13.2809 m
28.742 m
20.9849 m
14.4346 m
29.2992 m
15.858 m
12.9621 m
19.4707 m
27.7295 m
12.4042 m
11.646 m
15.5923 m
13.9797 m
17.6556 m
9.72381 m
8.72767 m
13.1558 m
13.4478 m
13.0759 m
25.5629 m
17.232 m
6.00091 m
9.08502 m
10.1477 m
15.965 m
9.76018 m
8.05023 m
27.7529 m
13.0452 m
8.94964 m
9.35506 m
11.6087 m
6.54294 m
11.4677 m
4.67815 m
53.4943 m
11.6636 m
28.2812 m
9.01603 m
6.39133 m
10.2043 m
76.6497 m
8.21199 m
19.6937 m
9.32396 m
12.2505 m
21.2442 m
10.666 m
9.77436 m
8.39731 m
34.0738 m
15.9545 m
9.58062 m
11.3086 m
9.42018 m
10.0156 m
26.0673 m
19.7812 m
10.2882 m
9.50068 m
10.6298 m
15.5344 m
26.0719 m
17.7314 m
7.83697 m
6.69799 m
82.7766 m
10.8419 m
18.5428 m
17.7142 m
14.0769 m
8.28407 m
51.9626 m
15.7925 m
5.91438 m
12.357 m
22.769 m
83.1503 m
9.74781 m
17.1713 m
36.4097 m
10.8636 m
28.8904 m
11.127 m
17.0818 m
10.0887 m
34.1801 m
16.4773 m
16.1304 m
21.1849 m
55.4613 m
10.3246 m
19.9187 m
9.12448 m
17.9686 m
9.14305 m
12.193 m
19.6783 m
7.90575 m
11.6572 m
6.66517 m
10.0655 m
8.54321 m
12.4302 m
11.7932 m
33.1913 m
7.7656 m
15.4455 m
10.9093 m
6.34894 m
15.8501 m
9.9499 m
20.867 m
15.234 m
23.9982 m
33.8441 m
15.168 m
74.2363 m
11.9076 m
36.1475 m
26.9165 m
14.839 m
13.388 m
19.0037 m
16.5545 m
10.7377 m
7.36473 m
12.2922 m
7.06469 m
12.1636 m
20.7612 m
10.4982 m
9.43595 m
6.4209 m
32.903 m
13.3618 m
15.2996 m
31.7547 m
11.0381 m
17.9393 m
14.562 m
20.027 m
11.8127 m
9.13521 m
11.8419 m
9.51051 m
8.28474 m
17.1079 m
10.4687 m
6.15199 m
13.6559 m
12.7848 m
11.3741 m
10.758 m
13.78 m
22.0323 m
16.2386 m
31.8663 m
14.05 m
8.81676 m
6.18373 m
23.5977 m
10.8073 m
26.2725 m
324.142 m
16.9411 m
9.45298 m
30.4384 m
15.155 m
16.3126 m
22.5461 m
20.3038 m
145.492 m
17.3783 m
13.152 m
17.2154 m
15.0305 m
10.3117 m
8.0085 m
26.5849 m
21.5399 m
11.3351 m
11.4754 m
7.54223 m
12.5107 m
73.9029 m
12.1803 m
10.5205 m
7.01911 m
389.648 m
11.4883 m
7.88565 m
18.1783 m
11.4703 m
8.22292 m
11.0169 m
16.2657 m
11.677 m
7.51398 m
8.85421 m
17.6586 m
8.23193 m
10.6425 m
11.978 m
16.4324 m
16.0215 m
10.4445 m
7.60735 m
10.4444 m
22.8139 m
7.30814 m
6.87268 m
19.9954 m
11.4265 m
15.5378 m
10.7756 m
13.0399 m
9.69811 m
15.834 m
19.9203 m
25.4752 m
8.57665 m
9.07667 m
7.90719 m
20.5245 m
14.5324 m
11.2218 m
26.1324 m
10.8756 m
16.5234 m
21.321 m
8.99374 m
11.5632 m
191.069 m
26.9406 m
109.033 m
14.0837 m
22.5929 m
16.9739 m
19.3477 m
18.5602 m
13.8583 m
9.7074 m
13.0486 m
16.7964 m
16.3503 m
10.9447 m
8.23484 m
8.26689 m
30.2496 m
13.1964 m
8.59522 m
22.6269 m
9.45994 m
7.029 m
8.35186 m
115.828 m
15.3063 m
11.2069 m
26.4105 m
27.3933 m
9.84754 m
9.37574 m
20.1878 m
12.2611 m
22.6911 m
9.4667 m
9.03799 m
10.0817 m
16.49 m
98.7807 m
9.36753 m
10.0256 m
9.25808 m
43.5655 m
8.45383 m
17.7565 m
8.9119 m
8.50946 m
10.3125 m
8.75151 m
10.5206 m
11.7745 m
8.27369 m
11.605 m
11.5971 m
13.079 m
